Phylo,Family,Order,Scientific_name,Beak.Length_Culmen,Beak.Length_Nares,Beak.Width,Beak.Depth,Tarsus.Length,Wing.Length,Kipps.Distance,Secondary1,Hand-Wing.Index,Tail.Length,Mass,Habitat,Habitat.Density,Migration,Trophic.Level,Trophic.Niche,Primary.Lifestyle,Min.Latitude,Max.Latitude,Centroid.Latitude,Centroid.Longitude,Range.Size,Species.Status
Euphonia_concinna,Thraupidae,Passeriformes,Euphonia concinna,9,5,4,3.9,14,55.7,14.2,41.4,25.6,35.7,10.3,Woodland,2,1,Herbivore,Frugivore,Insessorial,1.7,5.85,3.94,-75.05,26361.57,Extant
Euphonia_cyanocephala,Thraupidae,Passeriformes,Euphonia cyanocephala,9.4,5.4,4.1,4.1,14.5,64.2,18.6,45.6,28.9,37.8,14,Forest,2,1,Herbivore,Frugivore,Insessorial,-32.22,11.07,-16.64,-56.98,2711349.23,Extant
Euphonia_elegantissima,Thraupidae,Passeriformes,Euphonia elegantissima,9.8,4.6,4,4,14.3,66.7,21.3,44.9,32.2,39.1,15,Forest,2,2,Herbivore,Frugivore,Insessorial,8.36,27.73,19.29,-98.51,473566.52,Extant
Euphonia_finschi,Thraupidae,Passeriformes,Euphonia finschi,8.9,5.4,4.1,4,13.9,52.5,11.2,41.3,21.2,24.8,10.5,Forest,2,1,Herbivore,Frugivore,Insessorial,1.91,7.1,4.45,-57.56,327330.53,Extant
Euphonia_fulvicrissa,Thraupidae,Passeriformes,Euphonia fulvicrissa,10.1,6.5,4.7,4.9,14.5,51.2,10.3,40.5,20.2,26.7,11,Forest,2,1,Herbivore,Frugivore,Insessorial,-0.12,9.64,5.95,-76.68,198414.88,Extant
Euphonia_gouldi,Thraupidae,Passeriformes,Euphonia gouldi,12.2,6.5,4.6,4.9,14.5,53.3,12.7,44.2,22.2,25.4,14,Forest,2,1,Herbivore,Frugivore,Insessorial,8.65,18.76,15.59,-89.02,326598.75,Extant
Euphonia_hirundinacea,Thraupidae,Passeriformes,Euphonia hirundinacea,10.8,6.6,5.2,5.4,15.6,60.3,14.7,46,24.3,34.1,14,Forest,2,1,Herbivore,Frugivore,Insessorial,8.35,23.62,16.79,-89.87,637226.31,Extant
Euphonia_imitans,Thraupidae,Passeriformes,Euphonia imitans,12,7,4.8,4.9,14.5,55.8,11.7,45.4,20.5,28.2,14,Forest,2,1,Herbivore,Frugivore,Insessorial,8.03,9.77,8.88,-83.26,14869.65,Extant
Euphonia_jamaica,Thraupidae,Passeriformes,Euphonia jamaica,11.2,6.1,4.9,6.2,16.9,63.9,16.4,47.5,25.6,38.2,16.6,Forest,2,1,Herbivore,Frugivore,Insessorial,17.7,18.53,18.16,-77.31,11021.79,Extant
Euphonia_laniirostris,Thraupidae,Passeriformes,Euphonia laniirostris,10.1,6.5,5.6,5.7,17.3,61,14,45.9,23.4,37.1,15,Forest,2,1,Herbivore,Frugivore,Insessorial,-19.51,11.52,-5.66,-67.05,4464958.75,Extant
Euphonia_luteicapilla,Thraupidae,Passeriformes,Euphonia luteicapilla,10,5.8,4.3,4.3,14.3,53.9,14.3,39.8,26.5,29.8,13,Forest,2,1,Herbivore,Frugivore,Insessorial,7.2,13.32,9.98,-82.59,111584.47,Extant
Euphonia_mesochrysa,Thraupidae,Passeriformes,Euphonia mesochrysa,12.4,5.6,4.6,4.6,15.6,57.8,12.9,44.9,22.3,34,13,Forest,2,1,Herbivore,Frugivore,Insessorial,-17.83,4.09,-8.54,-73.94,193537.98,Extant
Euphonia_minuta,Thraupidae,Passeriformes,Euphonia minuta,10.6,5.7,4.1,3.6,12.4,51.4,11.8,39.5,22.9,27.7,10,Forest,1,1,Herbivore,Frugivore,Insessorial,-17.64,17.34,-2.79,-66.78,5149944.3,Extant
Euphonia_musica,Thraupidae,Passeriformes,Euphonia musica,9.7,5.2,4.4,4.3,15,63.8,19.4,44.6,30.3,36.8,14.7,Forest,2,1,Herbivore,Frugivore,Insessorial,11.99,19.68,18.07,-68.88,35315.4,Extant
Euphonia_pectoralis,Thraupidae,Passeriformes,Euphonia pectoralis,10.9,7.6,4.7,5.3,15.9,61.1,13.6,48.8,21.8,33.9,14.4,Forest,1,1,Herbivore,Frugivore,Insessorial,-30.12,-8.25,-22.19,-49.11,1361244.46,Extant
Euphonia_plumbea,Thraupidae,Passeriformes,Euphonia plumbea,9.3,6.2,4,3.7,12.8,49.5,10,39.5,20.1,27.8,8.9,Forest,2,1,Herbivore,Frugivore,Insessorial,-6.88,8.48,4.14,-62.77,913457.27,Extant
Euphonia_rufiventris,Thraupidae,Passeriformes,Euphonia rufiventris,12,6.9,4.7,4.9,15.5,58.5,12.1,46.4,20.8,34.1,14,Forest,2,1,Herbivore,Frugivore,Insessorial,-17.78,7.47,-5.51,-66.02,4409554.14,Extant
Euphonia_saturata,Thraupidae,Passeriformes,Euphonia saturata,10,5.5,3.9,3.6,13,57.7,12.5,44,22.2,32.3,13.3,Forest,2,1,Herbivore,Frugivore,Insessorial,-4.61,5.64,-0.31,-79.2,95078.53,Extant
Euphonia_trinitatis,Thraupidae,Passeriformes,Euphonia trinitatis,9.9,5.4,4,3.9,13.8,54.4,13,41.7,23.8,31.9,11,Woodland,2,1,Herbivore,Frugivore,Insessorial,4.67,12.2,8.74,-67.57,610172.65,Extant
Euphonia_violacea,Thraupidae,Passeriformes,Euphonia violacea,10,6.6,4.8,5.2,13.9,57.9,16.2,42.2,27.6,33.2,15,Forest,2,1,Herbivore,Frugivore,Insessorial,-30.24,10.84,-8.34,-51.85,4921834.31,Extant
Euphonia_xanthogaster,Thraupidae,Passeriformes,Euphonia xanthogaster,10.7,6,4.8,4.8,16.4,61.4,13.7,47.7,22.4,36,13,Forest,2,1,Herbivore,Frugivore,Insessorial,-22.99,10.91,-4.78,-67.31,3715684.5,Extant
Hemispingus_atropileus,Thraupidae,Passeriformes,Hemispingus atropileus,16.5,8.6,4.5,5.2,23.6,75.6,9.6,63.5,13.3,73.5,22,Forest,1,1,Carnivore,Invertivore,Insessorial,-5.39,7.91,2.24,-76.43,129533.74,Extant
Hemispingus_auricularis,Thraupidae,Passeriformes,Hemispingus auricularis,16.4,8.6,4.3,5.5,24.3,76.4,10.1,66.2,13.2,74,22,Forest,1,1,Carnivore,Invertivore,Insessorial,-13.15,-5.3,-9.72,-75.83,61932.6,Extant
Hemispingus_calophrys,Thraupidae,Passeriformes,Hemispingus calophrys,14.6,7.7,4.2,4.8,22.6,68.4,7.9,60.5,11.6,67.5,19.3,Forest,1,1,Carnivore,Invertivore,Insessorial,-17.36,-14.22,-15.98,-67.65,23103.82,Extant
Hemispingus_frontalis,Thraupidae,Passeriformes,Hemispingus frontalis,16.1,8.8,4.5,5.1,20.5,70.7,10.2,59.3,14.8,65.1,17,Forest,1,1,Carnivore,Invertivore,Insessorial,-13.27,10.72,-0.96,-75.14,200867.55,Extant
Hemispingus_goeringi,Thraupidae,Passeriformes,Hemispingus goeringi,15.3,7.7,3.8,4.6,28.1,64,5.9,58.1,9.2,54.6,17.1,Forest,1,1,Carnivore,Invertivore,Insessorial,7.81,8.71,8.24,-71.54,1741.62,Extant
Hemispingus_melanotis,Thraupidae,Passeriformes,Hemispingus melanotis,15.8,8.2,4.5,5.1,20.6,68.9,9.2,57,13.9,63.3,16,Forest,1,1,Carnivore,Invertivore,Insessorial,-18.02,7.65,-6.41,-73.15,183679.4,Extant
Hemispingus_ochraceus,Thraupidae,Passeriformes,Hemispingus ochraceus,15.1,8,3.8,4.7,19.9,80,11,69,13.8,69.5,16,Forest,1,1,Omnivore,Omnivore,Insessorial,-2.92,1.08,-0.35,-78.73,1281.56,Extant
Hemispingus_parodii,Thraupidae,Passeriformes,Hemispingus parodii,13.5,7.8,4.3,5,22.5,70.2,9.6,60.6,13.6,71.4,21.8,Forest,1,1,Carnivore,Invertivore,Insessorial,-13.93,-11.38,-12.73,-72.33,28661.28,Extant
Hemispingus_piurae,Thraupidae,Passeriformes,Hemispingus piurae,15.1,8.8,4,4.7,22.4,66.8,7.3,59.4,11,63.2,16,Forest,1,1,Omnivore,Invertivore,Insessorial,-7.11,-4.28,-5.92,-79.11,12282.96,Extant
Hemispingus_reyi,Thraupidae,Passeriformes,Hemispingus reyi,14.1,7.1,4,4.5,20.8,64.8,8.7,56,13.5,65.5,19,Shrubland,2,1,Carnivore,Invertivore,Insessorial,7.72,10.07,8.82,-70.98,13673.25,Extant
Hemispingus_rufosuperciliaris,Thraupidae,Passeriformes,Hemispingus rufosuperciliaris,15.4,8.6,5.8,5.2,29.1,69.1,8.3,60.9,12,66.4,29,Forest,1,1,Carnivore,Invertivore,Insessorial,-9.79,-5.41,-8.23,-77.07,6681.55,Extant
Hemispingus_superciliaris,Thraupidae,Passeriformes,Hemispingus superciliaris,14.8,7.2,4,4.5,19.8,67.2,11.1,55.5,16.7,59.4,14,Forest,1,1,Carnivore,Invertivore,Insessorial,-17.04,9.76,-3.53,-75.16,271703.99,Extant
Hemispingus_trifasciatus,Thraupidae,Passeriformes,Hemispingus trifasciatus,14.8,6.6,3.3,4.2,21.6,67.5,9.3,58.2,13.8,67.5,14,Forest,1,1,Carnivore,Invertivore,Insessorial,-17.65,-9.35,-13.74,-71.07,82213.81,Extant
Hemispingus_verticalis,Thraupidae,Passeriformes,Hemispingus verticalis,13,8,3.1,3.7,23.7,72.1,12.8,59.3,17.8,71.5,14,Forest,1,1,Carnivore,Invertivore,Insessorial,-5.2,7.67,2.04,-76.13,67457.7,Extant
Hemispingus_xanthophthalmus,Thraupidae,Passeriformes,Hemispingus xanthophthalmus,13.6,7.8,3.1,4,20,66.6,11.9,54.7,17.8,67.1,12,Forest,1,1,Carnivore,Invertivore,Insessorial,-16.59,-5.35,-10.35,-74.94,92237.27,Extant
Hemithraupis_flavicollis,Thraupidae,Passeriformes,Hemithraupis flavicollis,13.5,8.1,4.1,5.1,15.7,67.9,13.6,51.4,21,53.2,12.8,Forest,1,1,Omnivore,Invertivore,Insessorial,-23.1,8.56,-4.43,-63.15,5620134.11,Extant
Hemithraupis_guira,Thraupidae,Passeriformes,Hemithraupis guira,13.5,8.4,4.1,4.8,16,63.5,13.7,49.7,21.4,52.2,12,Forest,1,1,Carnivore,Invertivore,Insessorial,-30.4,11.53,-8.87,-57.39,9380161.99,Extant
Hemithraupis_ruficapilla,Thraupidae,Passeriformes,Hemithraupis ruficapilla,14.5,9.3,3.9,4.5,16.2,64,12.9,50.8,20.3,49.4,11,Forest,1,1,Carnivore,Invertivore,Insessorial,-27.85,-12.32,-20.74,-44.44,648694.04,Extant
Heterospingus_rubrifrons,Thraupidae,Passeriformes,Heterospingus rubrifrons,21.2,13.7,5.9,6.8,20.2,80,20.2,59.8,25.2,57.1,38,Forest,1,1,Omnivore,Frugivore,Insessorial,7.72,10.05,9.12,-80.4,22680.84,Extant
Heterospingus_xanthopygius,Thraupidae,Passeriformes,Heterospingus xanthopygius,20.9,13.4,6.4,7.7,20.4,86.9,17.4,68.6,20.3,63.4,38.8,Forest,1,1,Omnivore,Omnivore,Insessorial,-2.24,8.1,4.56,-76.84,153049.12,Extant
Iridophanes_pulcherrimus,Thraupidae,Passeriformes,Iridophanes pulcherrimus,15.9,9.1,4,4,16.2,66.6,16.2,50.6,24.1,40,15.3,Forest,1,1,Herbivore,Frugivore,Insessorial,-13.35,3.91,-6.65,-76.03,115363.41,Extant
Iridosornis_analis,Thraupidae,Passeriformes,Iridosornis analis,14.6,8.6,5.5,7.2,22.7,79,14.1,65,17.9,68.8,26,Forest,1,1,Omnivore,Invertivore,Insessorial,-14.07,1.58,-7.42,-75.93,97006.4,Extant
Iridosornis_jelskii,Thraupidae,Passeriformes,Iridosornis jelskii,12.6,6.7,4.2,6.4,23.9,72.7,12.2,60.5,16.8,64.7,20,Forest,1,1,Herbivore,Frugivore,Insessorial,-17.41,-6.64,-12.64,-72.29,98574.56,Extant
Iridosornis_porphyrocephalus,Thraupidae,Passeriformes,Iridosornis porphyrocephalus,15.8,8.4,4.8,6.8,22.2,75.2,12.7,62.6,16.8,58.9,21.7,Forest,1,1,Omnivore,Frugivore,Insessorial,-0.2,7.1,4.61,-76.4,21849.59,Extant
Iridosornis_reinhardti,Thraupidae,Passeriformes,Iridosornis reinhardti,14.7,7.8,4.5,7,23.7,82.9,15.1,67.8,18.2,72.4,24,Forest,1,1,Herbivore,Frugivore,Insessorial,-13.36,-5.47,-9.5,-75.96,73883.21,Extant
Iridosornis_rufivertex,Thraupidae,Passeriformes,Iridosornis rufivertex,14.2,8.2,4.4,6.9,24.7,83.6,14.9,69,17.8,70,23,Forest,2,1,Omnivore,Omnivore,Insessorial,-5.28,7.79,1.36,-77.02,82384.67,Extant
Lamprospiza_melanoleuca,Thraupidae,Passeriformes,Lamprospiza melanoleuca,19.1,11.8,6.6,8.3,21,92.7,21.5,71,23.2,64.5,34,Forest,1,1,Herbivore,Omnivore,Insessorial,-14.17,6.04,-4.86,-59.18,3392867.33,Extant
Lanio_aurantius,Thraupidae,Passeriformes,Lanio aurantius,22.8,14.9,6.5,8.6,20.1,104.8,20,84.4,19.1,91.2,35,Forest,1,1,Carnivore,Invertivore,Insessorial,15.09,19.11,17.3,-91.47,248230.79,Extant
Lanio_fulvus,Thraupidae,Passeriformes,Lanio fulvus,19.3,13.5,6,7.2,17.5,87.6,17.1,69.1,19.8,70.6,24,Forest,1,1,Omnivore,Invertivore,Insessorial,-6.57,8.16,0.82,-63.03,2285784.15,Extant
Lanio_leucothorax,Thraupidae,Passeriformes,Lanio leucothorax,22.5,14.9,6.7,8.5,19.3,102.7,19.6,83.3,19,90.8,40,Forest,1,1,Carnivore,Invertivore,Insessorial,8.03,15.88,12.54,-84.27,92146.61,Extant
Lanio_versicolor,Thraupidae,Passeriformes,Lanio versicolor,15.2,9.8,4.9,5.4,15.3,76.7,15.5,60.8,20.3,67.6,17,Forest,1,1,Carnivore,Invertivore,Insessorial,-17.64,-1.91,-7.92,-63.72,2830210.84,Extant
Mitrospingus_cassinii,Thraupidae,Passeriformes,Mitrospingus cassinii,21.6,12.8,5.4,6.9,25.4,83.5,10.3,71.9,12.6,73.2,40.4,Forest,2,1,Omnivore,Omnivore,Insessorial,-2.66,10.88,5.56,-78.04,167653.28,Extant
Mitrospingus_oleagineus,Thraupidae,Passeriformes,Mitrospingus oleagineus,20.7,11.9,5.5,7.1,25.8,93.4,16.8,76.6,18,84.4,41.3,Forest,1,1,Carnivore,Invertivore,Insessorial,4.49,6.13,5.33,-61.38,38825.74,Extant
Nemosia_pileata,Thraupidae,Passeriformes,Nemosia pileata,13.9,9,4.3,5.2,17.2,68.4,13.8,54.8,20.2,47.4,16,Forest,2,1,Carnivore,Invertivore,Insessorial,-27.81,12.46,-9.69,-55.17,8991826.24,Extant
Nemosia_rourei,Thraupidae,Passeriformes,Nemosia rourei,9.5,9.3,6.1,5.2,19,84.5,18,66.5,21.3,56.9,22,NA,1,1,Carnivore,Invertivore,Insessorial,-20.56,-19.89,-20.38,-41.17,52.79,Extant
Neothraupis_fasciata,Thraupidae,Passeriformes,Neothraupis fasciata,17.7,10.5,5,7.2,22.8,71.5,11.4,59.4,16.2,62.6,26.8,Woodland,2,1,Omnivore,Invertivore,Generalist,-24.22,2.12,-16.02,-49.57,2242410.83,Extant
Nephelornis_oneilli,Thraupidae,Passeriformes,Nephelornis oneilli,13,6.4,3,3.9,22.2,68,9.9,58,14.6,60.5,16.1,Forest,1,1,Carnivore,Invertivore,Insessorial,-11.71,-7.38,-9.33,-76.41,17432.09,Extant
Nesospingus_speculiferus,Thraupidae,Passeriformes,Nesospingus speculiferus,21.4,13,6.6,8,23,84.5,16,68.4,19,62,35.2,Forest,1,1,Carnivore,Invertivore,Insessorial,17.93,18.52,18.23,-66.48,8774.42,Extant
Orchesticus_abeillei,Thraupidae,Passeriformes,Orchesticus abeillei,17.1,11.4,8,9.3,22.9,87,16.8,69.9,19.4,81,31.5,Forest,1,1,Carnivore,Invertivore,Insessorial,-28.35,-18.56,-22.91,-45.53,163525.7,Extant
Oreomanes_fraseri,Thraupidae,Passeriformes,Oreomanes fraseri,22.9,13.6,3.9,4.8,21,86,20,65,23.5,57.2,25,Forest,2,1,Carnivore,Invertivore,Insessorial,-21.84,1.03,-12.61,-73.34,231814.26,Extant
Orthogonys_chloricterus,Thraupidae,Passeriformes,Orthogonys chloricterus,24,13.1,6.1,7.5,24.5,90.4,21.6,69.1,23.8,79.6,39,Forest,1,1,Omnivore,Invertivore,Insessorial,-29.68,-19.19,-23.52,-45.74,121968.52,Extant
Phaenicophilus_palmarum,Thraupidae,Passeriformes,Phaenicophilus palmarum,21.3,14.9,5.6,7,21.4,87,13.9,73.1,16,69.8,30.5,Shrubland,2,1,Carnivore,Invertivore,Insessorial,17.61,19.95,18.97,-71.01,66937.13,Extant
Phaenicophilus_poliocephalus,Thraupidae,Passeriformes,Phaenicophilus poliocephalus,19.4,13.8,5.5,6.6,20.4,82.2,14.8,67.5,18,66.8,31,Forest,2,1,Carnivore,Invertivore,Insessorial,18.02,18.97,18.4,-73.38,9268.82,Extant
Pipraeidea_melanonota,Thraupidae,Passeriformes,Pipraeidea melanonota,12.6,7.4,4.8,5,17.9,80.1,21.4,59.3,26.5,57.8,21,Forest,1,2,Herbivore,Omnivore,Insessorial,-36.48,10.67,-17.92,-57.99,2111740.74,Extant
Piranga_hepatica,Thraupidae,Passeriformes,Piranga hepatica,20,13.3,8.3,9.2,20.8,96.9,25,75.3,24.9,79.3,32.3,Forest,2,2,Carnivore,Invertivore,Insessorial,NA,NA,NA,NA,NA,Extant
Piranga_lutea,Thraupidae,Passeriformes,Piranga lutea,19.4,13.1,8,9.1,21.3,93.1,20,73.8,21.3,81.1,34.6,Forest,2,2,Carnivore,Invertivore,Insessorial,NA,NA,NA,NA,NA,Extant
Poospiza_whitii,Thraupidae,Passeriformes,Poospiza whitii,12.6,7.6,3.9,4.7,19.2,62.6,8.8,54.5,13.8,61.8,17,Woodland,2,1,Omnivore,Omnivore,Terrestrial,-33.14,-15.91,-27.26,-65.27,294938.89,Extant
Pyrrhocoma_ruficeps,Thraupidae,Passeriformes,Pyrrhocoma ruficeps,15.1,8.9,4.7,5.6,21.3,63.4,8.9,54.8,13.9,60,15.6,Forest,1,2,Carnivore,Invertivore,Insessorial,-29.97,-19.49,-25.88,-51.1,611568.56,Extant
Ramphocelus_bresilius,Thraupidae,Passeriformes,Ramphocelus bresilius,18.3,12.1,6.7,7.6,21,82.3,11.3,70.7,13.7,80.2,32.9,Shrubland,2,1,Omnivore,Omnivore,Insessorial,-27.18,-6.13,-17.58,-41.22,377620.27,Extant
Ramphocelus_carbo,Thraupidae,Passeriformes,Ramphocelus carbo,18.3,11.8,7.4,7.9,21.6,78.1,12.4,66.1,15.8,79.9,25.9,Human Modified,2,1,Omnivore,Omnivore,Insessorial,-24.78,11.54,-6.98,-58.6,10498944.34,Extant
Ramphocelus_costaricensis,Thraupidae,Passeriformes,Ramphocelus costaricensis,19.1,12.8,7.8,8,22.1,77.6,11.7,66.4,15,76.5,32,Shrubland,2,1,Omnivore,Omnivore,Insessorial,8.03,10.13,8.93,-83.26,17833.56,Extant
Ramphocelus_dimidiatus,Thraupidae,Passeriformes,Ramphocelus dimidiatus,16.8,11.8,6.6,7.7,21.5,76.2,12.3,64.4,16,71.3,28,Shrubland,2,1,Omnivore,Omnivore,Insessorial,1.52,11.57,7.54,-75.35,475288.52,Extant
Ramphocelus_flammigerus,Thraupidae,Passeriformes,Ramphocelus flammigerus,18.4,13,8.2,8.6,25.8,88.6,13.6,76.2,15.1,74.8,33,Forest,2,1,Omnivore,Frugivore,Insessorial,2.29,7.09,4.84,-76,31694.68,Extant
Ramphocelus_icteronotus,Thraupidae,Passeriformes,Ramphocelus icteronotus,19.5,13.1,8,8.2,23.9,82.8,12.5,69.4,15.2,68.1,33,Forest,2,1,Herbivore,Frugivore,Insessorial,-4.03,9.64,4.56,-77.22,245249.94,Extant
Ramphocelus_melanogaster,Thraupidae,Passeriformes,Ramphocelus melanogaster,16.5,11.2,7.5,7.8,20.6,79.2,13,66.2,16.4,70.8,25,Shrubland,2,1,Omnivore,Omnivore,Insessorial,-12.02,-5.36,-8.37,-76.26,76666.78,Extant
Ramphocelus_nigrogularis,Thraupidae,Passeriformes,Ramphocelus nigrogularis,20,13.6,6.9,8.2,20.4,84.6,13.8,70.8,16.3,77,31,Forest,2,1,Omnivore,Omnivore,Insessorial,-13.06,4.14,-5.66,-68.29,2107052.18,Extant
Ramphocelus_passerinii,Thraupidae,Passeriformes,Ramphocelus passerinii,18.3,12.3,7.3,7.4,23.1,75.4,9.6,66.2,12.6,69,32,Forest,2,1,Omnivore,Omnivore,Insessorial,8.87,17.81,14.63,-86.9,209547.58,Extant
Ramphocelus_sanguinolentus,Thraupidae,Passeriformes,Ramphocelus sanguinolentus,19.6,13.7,8.8,9.1,21.3,88.5,14.2,73.9,16.2,77.2,41,Forest,2,1,Omnivore,Invertivore,Insessorial,8.56,18.67,14.98,-88.2,277681.38,Extant
Rhodinocichla_rosea,Thraupidae,Passeriformes,Rhodinocichla rosea,23.1,13.7,4.4,5.8,26.2,81.2,7.2,71.5,9.1,78.8,48,Shrubland,1,1,Herbivore,Omnivore,Insessorial,4.27,23.43,13.47,-85.96,163331.81,Extant
Schistochlamys_melanopis,Thraupidae,Passeriformes,Schistochlamys melanopis,16.8,10.2,6.6,8.4,22.9,83.9,12.4,71.4,14.7,79.8,33,Shrubland,2,2,Herbivore,Omnivore,Insessorial,-24.45,11.76,-7.33,-57.35,6472149.56,Extant
Schistochlamys_ruficapillus,Thraupidae,Passeriformes,Schistochlamys ruficapillus,16,10,6.4,9.2,23.5,81,13.5,67.5,16.7,71.4,31.2,Shrubland,2,1,Herbivore,Omnivore,Insessorial,-26,-1.84,-14.68,-46.57,2412337.05,Extant
Sericossypha_albocristata,Thraupidae,Passeriformes,Sericossypha albocristata,25.2,14.8,6.4,7.7,25.4,136.3,35.3,101.2,25.9,93,114,Forest,1,1,Omnivore,Omnivore,Insessorial,-12.06,7.65,-2,-76.41,103262.33,Extant
Spindalis_dominicensis,Thraupidae,Passeriformes,Spindalis dominicensis,13.6,7,4.8,5.3,20.2,82.6,16.9,65.4,20.5,66.4,29.4,Shrubland,2,1,Herbivore,Frugivore,Insessorial,17.61,19.95,18.91,-71.28,74799.65,Extant
Spindalis_nigricephala,Thraupidae,Passeriformes,Spindalis nigricephala,17.3,9.1,6.6,7,22.1,95.2,20.6,73.4,21.9,72.3,45.1,Forest,1,1,Herbivore,Frugivore,Insessorial,17.7,18.53,18.16,-77.31,11021.79,Extant
Spindalis_portoricensis,Thraupidae,Passeriformes,Spindalis portoricensis,15.5,8.3,5.6,6.4,19.6,83.6,18.3,65.4,21.9,60,32.1,Shrubland,2,1,Herbivore,Frugivore,Insessorial,17.93,18.52,18.23,-66.48,8774.42,Extant
Spindalis_zena,Thraupidae,Passeriformes,Spindalis zena,14.3,8.1,4.9,5.5,18.3,73.8,15.9,58.1,21.5,56.2,25.4,Forest,2,1,Herbivore,Frugivore,Insessorial,19.26,27.23,21.93,-78.77,126553.5,Extant
Stephanophorus_diadematus,Thraupidae,Passeriformes,Stephanophorus diadematus,14.1,8.7,6.4,7.5,23.2,98.2,20.4,77.4,20.8,81.2,35.4,Forest,1,2,Herbivore,Frugivore,Insessorial,-35.87,-20.92,-28.63,-53.57,1088996.67,Extant
Tachyphonus_coronatus,Thraupidae,Passeriformes,Tachyphonus coronatus,18.5,12.1,6.3,7.4,21.5,83.9,14.5,69.3,17.3,76.8,29.3,Forest,1,2,Omnivore,Invertivore,Insessorial,-30.31,-16.07,-22.76,-49.7,1492450.62,Extant
Tachyphonus_cristatus,Thraupidae,Passeriformes,Tachyphonus cristatus,15.9,11.1,5.6,6.9,18.2,76.2,14.2,60,19.2,70.4,18.8,Forest,1,1,Omnivore,Omnivore,Insessorial,-27.25,8.63,-4.74,-59.28,6338485.76,Extant
Tachyphonus_delatrii,Thraupidae,Passeriformes,Tachyphonus delatrii,15.2,9.8,4.9,5.9,19.2,71.4,11,59.2,15.6,58.1,18,Forest,1,1,Omnivore,Invertivore,Insessorial,-2.24,15.81,7.16,-79.39,196748.33,Extant
Tachyphonus_luctuosus,Thraupidae,Passeriformes,Tachyphonus luctuosus,14,9.9,4.9,5.5,17.3,62.1,10.8,50.5,17.6,54,13,Forest,1,1,Carnivore,Invertivore,Insessorial,-18.63,16.03,-4.22,-62.85,7144190.04,Extant
Tachyphonus_phoenicius,Thraupidae,Passeriformes,Tachyphonus phoenicius,17.5,11.5,5.4,6.3,19.5,71.6,10.3,61.7,14.2,64.6,21,Shrubland,2,1,Carnivore,Invertivore,Insessorial,-14.21,7.1,-3.2,-60.1,2229357.68,Extant
Tachyphonus_rufiventer,Thraupidae,Passeriformes,Tachyphonus rufiventer,16.3,10.3,4.7,5.8,17.6,74.7,13.3,61.2,17.9,70,19,Forest,1,1,Omnivore,Invertivore,Insessorial,-15.46,-3.19,-8.11,-72.48,737324.12,Extant
Tachyphonus_rufus,Thraupidae,Passeriformes,Tachyphonus rufus,18.7,13.4,6.1,7.6,22.1,83,13.4,69.6,16.2,77.2,34.4,Shrubland,2,1,Omnivore,Invertivore,Insessorial,-34.99,11.36,-9.22,-53.41,5942265.97,Extant
Tachyphonus_surinamus,Thraupidae,Passeriformes,Tachyphonus surinamus,16.4,11.9,5.3,5.5,18,79.9,16.3,64.2,20.2,70.1,19,Forest,2,1,Omnivore,Omnivore,Insessorial,-10.97,10.16,-1.37,-63.69,4737118.2,Extant
Tangara_argyrofenges,Thraupidae,Passeriformes,Tangara argyrofenges,11.6,6.2,4.6,4.6,15.7,71.5,17.3,54.1,24.1,47.2,19,Forest,1,1,Omnivore,Omnivore,Insessorial,-18.9,-3.9,-11.38,-72.4,52084.23,Extant
Tangara_arthus,Thraupidae,Passeriformes,Tangara arthus,13.3,7.3,4.6,5.2,19,76,17.4,58.5,23,54.4,22,Forest,1,1,Herbivore,Frugivore,Insessorial,-17.64,11.3,-1.88,-73.98,417343.46,Extant
Tangara_cabanisi,Thraupidae,Passeriformes,Tangara cabanisi,11.4,8,5,6,15.5,87.3,22.2,65.1,25.5,60,20,Forest,1,1,Omnivore,Frugivore,Insessorial,14.47,15.92,15.12,-92.09,4511.64,Extant
Tangara_callophrys,Thraupidae,Passeriformes,Tangara callophrys,15.4,9.3,3.9,4.4,16.9,77,19.8,58.6,25.3,53.1,22.9,Forest,1,1,Herbivore,Frugivore,Insessorial,-13.48,2.32,-5.65,-72.53,1481423.44,Extant
Tangara_cayana,Thraupidae,Passeriformes,Tangara cayana,13.1,7.9,4.6,5.9,16.7,71.6,13.1,60,17.9,50.8,18,Forest,2,1,Herbivore,Frugivore,Insessorial,-28.39,10.79,-9.1,-51.7,5713219.15,Extant
Tangara_chilensis,Thraupidae,Passeriformes,Tangara chilensis,13,7,4.2,4.7,17.7,76.7,16.7,59.7,21.9,56.1,19.8,Forest,1,1,Herbivore,Frugivore,Insessorial,-17.45,7.41,-4.2,-65.34,4594777.46,Extant
Tangara_chrysotis,Thraupidae,Passeriformes,Tangara chrysotis,15.4,8,4.6,5.5,17.2,75.6,19.5,56.1,25.8,47.3,24,Forest,1,1,Herbivore,Frugivore,Insessorial,-16.76,2.15,-8.43,-74.66,99793.39,Extant
Tangara_cucullata,Thraupidae,Passeriformes,Tangara cucullata,14.6,8,5.2,6.1,19.1,73,15.6,56.7,21.5,51.8,27.9,Forest,1,1,Omnivore,Frugivore,Insessorial,11.99,13.38,12.71,-61.42,668.95,Extant
