Phylo,Family,Order,Scientific_name,Beak.Length_Culmen,Beak.Length_Nares,Beak.Width,Beak.Depth,Tarsus.Length,Wing.Length,Kipps.Distance,Secondary1,Hand-Wing.Index,Tail.Length,Mass,Habitat,Habitat.Density,Migration,Trophic.Level,Trophic.Niche,Primary.Lifestyle,Min.Latitude,Max.Latitude,Centroid.Latitude,Centroid.Longitude,Range.Size,Species.Status
Podoces_hendersoni,Corvidae,Passeriformes,Podoces hendersoni,43.7,32.4,9.9,9.8,41,139.4,30.1,109,21.6,101.3,120.5,Desert,3,2,Omnivore,Omnivore,Terrestrial,38.95,52.84,44.51,94.48,1783211.45,Extant
Podoces_panderi,Corvidae,Passeriformes,Podoces panderi,32.1,22.4,7.9,7.6,40.8,119.7,25.6,93.7,21.4,89.9,91.1,Desert,3,2,Omnivore,Omnivore,Terrestrial,37.78,46.43,41.08,61.23,291415.99,Extant
Podoces_pleskei,Corvidae,Passeriformes,Podoces pleskei,38.8,28.8,8.9,8.7,43.4,118.8,24.4,94.3,20.6,82.2,87.5,Desert,3,2,Omnivore,Omnivore,Terrestrial,27.53,36.46,32.05,55.97,219917.49,Extant
Ptilostomus_afer,Corvidae,Passeriformes,Ptilostomus afer,37.1,29.4,12.1,14.3,48.2,165.1,41.6,123.5,25.2,258,128,Grassland,3,2,Omnivore,Omnivore,Terrestrial,-1.15,16.79,10.06,7.85,3779257.09,Extant
Pyrrhocorax_graculus,Corvidae,Passeriformes,Pyrrhocorax graculus,36.2,22.2,9.3,9.8,43.8,267.4,98.5,169.4,36.7,163.5,211,Rock,3,2,Carnivore,Invertivore,Terrestrial,27.23,52.77,38.96,65.01,3556954.7,Extant
Pyrrhocorax_pyrrhocorax,Corvidae,Passeriformes,Pyrrhocorax pyrrhocorax,54.6,43.7,12.2,12.6,52.5,284.5,111,173.1,39,133.3,276.7,Rock,3,2,Carnivore,Invertivore,Terrestrial,5.45,57.54,40.2,85.68,12981520.53,Extant
Temnurus_temnurus,Corvidae,Passeriformes,Temnurus temnurus,30.2,18.9,8.8,11.6,29.2,131.6,16.8,114.9,12.7,171.3,138,Forest,1,1,Carnivore,Invertivore,Insessorial,11.9,23.18,19.1,106.26,266868.95,Extant
Urocissa_caerulea,Corvidae,Passeriformes,Urocissa caerulea,45.8,27.5,13.1,16.6,51.3,198.9,29.5,169.4,14.8,386.8,257,Forest,1,1,Omnivore,Omnivore,Insessorial,21.9,25.28,23.8,121.1,20500.71,Extant
Urocissa_erythrorhyncha,Corvidae,Passeriformes,Urocissa erythrorhyncha,38.7,22.5,12.1,13,45.3,181.3,35,146.6,19.3,366.3,151.5,Forest,1,1,Carnivore,Omnivore,Insessorial,11.63,41.17,26.37,107.36,4461983.11,Extant
Urocissa_flavirostris,Corvidae,Passeriformes,Urocissa flavirostris,39.4,22.9,12.1,13.3,47.6,184.8,26.5,158.3,14.3,392.4,149.2,Forest,1,1,Carnivore,Omnivore,Insessorial,21.31,35.17,28.24,87.92,304129.16,Extant
Urocissa_ornata,Corvidae,Passeriformes,Urocissa ornata,42.6,24.2,11.6,15.5,43.1,165.8,24.2,141.6,14.6,240.9,196,Forest,1,1,Omnivore,Omnivore,Insessorial,6.17,7.47,6.95,80.45,5325.88,Extant
Urocissa_whiteheadi,Corvidae,Passeriformes,Urocissa whiteheadi,47.1,28,13,16.2,51.2,214.1,37,178.7,17,215.4,200,Forest,1,1,Omnivore,Omnivore,Insessorial,13.83,27.82,20.41,105.29,373302.15,Extant
Zavattariornis_stresemanni,Corvidae,Passeriformes,Zavattariornis stresemanni,35.7,24,7.9,9.7,40.3,140.8,35.6,105.1,25.3,121.8,130,Shrubland,3,1,Carnivore,Invertivore,Terrestrial,3.67,5.07,4.39,38.31,4600.83,Extant
Ampelioides_tschudii,Cotingidae,Passeriformes,Ampelioides tschudii,22.6,10.8,7.1,6.2,20.8,100.5,23.9,76.2,23.9,65.5,78.4,Forest,1,1,Omnivore,Frugivore,Insessorial,-15.8,10.79,-4.88,-74.95,201035.43,Extant
Ampelion_rubrocristatus,Cotingidae,Passeriformes,Ampelion rubrocristatus,20.5,9.2,5.6,6.8,24.9,113.3,27.8,85.8,24.5,86.2,66.3,Forest,2,1,Herbivore,Frugivore,Insessorial,-18.1,11.22,-4.07,-74.7,413439.19,Extant
Ampelion_rufaxilla,Cotingidae,Passeriformes,Ampelion rufaxilla,19.4,8.3,4.9,5.4,21.9,115.8,33,82.8,28.5,80.4,73.9,Forest,1,1,Omnivore,Frugivore,Insessorial,-17.77,6.96,-6.32,-73.91,79754.2,Extant
Calyptura_cristata,Cotingidae,Passeriformes,Calyptura cristata,8.5,4.5,3.1,3.8,14.9,47.9,3.8,44.1,7.9,23.2,7.8,NA,1,NA,Omnivore,Omnivore,Insessorial,-22.49,-22.47,-22.48,-43,3.12,Extant
Carpodectes_antoniae,Cotingidae,Passeriformes,Carpodectes antoniae,20.8,11.1,6.3,6.8,23.6,130.4,26.7,104.8,20.5,72.2,98,Woodland,2,1,Herbivore,Frugivore,Insessorial,7.61,9.87,8.55,-82.79,2191.64,Extant
Carpodectes_hopkei,Cotingidae,Passeriformes,Carpodectes hopkei,22.1,12.8,7.1,6.8,24.1,150.3,26.2,122.9,17.3,92.2,102,Forest,1,1,Herbivore,Frugivore,Insessorial,-0.71,8.16,3.81,-77.86,96274.78,Extant
Carpodectes_nitidus,Cotingidae,Passeriformes,Carpodectes nitidus,20.1,11.6,6.3,7.4,25,133.7,25.1,111.6,19,73.4,101.6,Forest,2,1,Herbivore,Frugivore,Insessorial,9.35,16.03,13.2,-84.65,103015.66,Extant
Carpornis_cucullata,Cotingidae,Passeriformes,Carpornis cucullata,18.3,9.2,5.6,6.8,23.3,113.6,22.4,90.9,19.8,101.8,74.2,Forest,1,1,Herbivore,Frugivore,Insessorial,-31.85,-19.11,-25.4,-47.54,251722.97,Extant
Carpornis_melanocephala,Cotingidae,Passeriformes,Carpornis melanocephala,19,9.3,5.5,6.9,21.6,109.5,23,86.4,21.1,91.8,64.2,Forest,1,1,Herbivore,Frugivore,Insessorial,-25.87,-9.22,-20.8,-43.67,67888.43,Extant
Cephalopterus_glabricollis,Cotingidae,Passeriformes,Cephalopterus glabricollis,33.6,30.4,17.6,15.1,40.4,233,35.9,201.8,15.2,118.4,379.5,Forest,1,2,Omnivore,Frugivore,Insessorial,8.4,10.8,9.42,-83,14362.87,Extant
Cephalopterus_ornatus,Cotingidae,Passeriformes,Cephalopterus ornatus,57.2,36.8,19.7,18.9,47.2,259.6,40.4,221.6,15.4,160.2,380,Forest,1,1,Omnivore,Omnivore,Insessorial,-17.34,7.83,-5.22,-65.01,5506150.67,Extant
Cephalopterus_penduliger,Cotingidae,Passeriformes,Cephalopterus penduliger,39.9,33.3,18.4,17.2,45.2,249.6,35.4,211.6,14.4,138.6,338,Forest,1,1,Herbivore,Frugivore,Insessorial,-3.66,4.05,0.72,-78.83,69374.2,Extant
Conioptilon_mcilhennyi,Cotingidae,Passeriformes,Conioptilon mcilhennyi,20.8,11.8,7.2,6.1,24.3,145.8,26.9,118.9,18.4,88.4,90,Forest,1,1,Herbivore,Frugivore,Insessorial,-13.02,-8.53,-10.95,-71.41,146164.97,Extant
Cotinga_amabilis,Cotingidae,Passeriformes,Cotinga amabilis,17.9,9.4,5.3,5.4,21.6,108.3,25.9,81.8,24,70.2,71.5,Forest,1,1,Herbivore,Frugivore,Insessorial,8.8,19.04,15.79,-89.47,297726.28,Extant
Cotinga_cayana,Cotingidae,Passeriformes,Cotinga cayana,21.6,9.4,6.2,5,20.6,110.6,22.4,85.9,20,78.3,61.8,Forest,1,1,Herbivore,Frugivore,Insessorial,-16.65,8.78,-3.31,-62.63,6353282.74,Extant
Cotinga_cotinga,Cotingidae,Passeriformes,Cotinga cotinga,16.5,8.8,5.5,4.9,20.3,106.2,23.1,82.1,21.9,64,54,Forest,1,1,Herbivore,Frugivore,Insessorial,-11.59,7.69,-0.15,-56.83,1911359.27,Extant
Cotinga_maculata,Cotingidae,Passeriformes,Cotinga maculata,17.4,9.8,5.9,5.3,22.5,114.2,29.7,84.5,26,71.5,65,Forest,1,1,Omnivore,Frugivore,Insessorial,-16.94,-13.72,-15.14,-39.52,30327.88,Extant
Cotinga_maynana,Cotingidae,Passeriformes,Cotinga maynana,20,10.6,5.2,5.5,22.3,113.8,28,85.9,24.6,75.8,69,Forest,1,1,Herbivore,Frugivore,Insessorial,-13.61,2.19,-5.7,-69.16,2547258.17,Extant
Cotinga_nattererii,Cotingidae,Passeriformes,Cotinga nattererii,18.1,10.2,6,5.7,22.5,111.8,27.7,84.1,24.8,76.8,57.2,Forest,1,1,Herbivore,Frugivore,Insessorial,-0.02,9.63,6.15,-76.66,176421.95,Extant
Cotinga_ridgwayi,Cotingidae,Passeriformes,Cotinga ridgwayi,17.1,9,5.2,5.2,20.1,102.9,26,76.8,25.3,66.1,57.2,Forest,1,1,Herbivore,Frugivore,Insessorial,8.03,9.95,9.03,-83.51,8354.02,Extant
Doliornis_remseni,Cotingidae,Passeriformes,Doliornis remseni,18.4,9,4.9,5.1,28.3,97,13.2,83.8,13.6,84,63.1,Forest,2,1,Herbivore,Frugivore,Insessorial,-4.79,4.62,1.27,-76.93,10870.35,Extant
Doliornis_sclateri,Cotingidae,Passeriformes,Doliornis sclateri,19,7.9,5,5.8,25.9,100,13.8,86.2,13.8,95.3,60.2,Forest,1,1,Herbivore,Frugivore,Insessorial,-11.68,-8,-10.1,-76.01,13019.5,Extant
Gymnoderus_foetidus,Cotingidae,Passeriformes,Gymnoderus foetidus,29.3,16.6,9.5,8.8,31.9,201.4,42.1,164,20.5,121.7,275.5,Forest,2,1,Herbivore,Frugivore,Insessorial,-17.76,7.39,-6.85,-61.56,5252269.51,Extant
